"FARM_NO","YEAR","COMPANY","AREA_GRP","FARM_LEVEL","UPDOWN","MSY","PSY","S_MODON","BING","BDAY","C_BDAY","D_BDAY","E_BDAY","F_BDAY","G_BDAY","BUNMAN_GIGAN","BUNMAN_RATIO","CHONGSAN_AVG","SILSAN_AVG","MILA_AVG","SASAN_AVG","EUDUSU_AVG","POU_AVG","JAGI_AVG","ZAEGI7_RATIO","DIE_SANCHA","CHO_GYOBAE","AVG_SANCHA"
"2548","2014",피그플랜,"010001","180002","5",0,16.3,155,2.09,73.9,20,3.1,44.4,3.8,2.5,115.4,73.6,10.7,10.6,0,0,7.8,24.1,10,"74.2","3.7",267,"4.1"
"2331","2014",피그플랜,"010001","180004","3",0,23.7,377,2.3,40,15.9,0.8,19.7,2.7,1,114.2,79.6,13.7,12.6,0.3,0.8,10.3,27,7,"83.8","4.4",255,"6.1"
"2809","2014",피그플랜,"010009","180003","1",19.4,27.4,258,2.37,39.3,12,1,25,1.1,0.2,115.4,80.5,13.6,12.5,0.3,0.8,11.6,23.5,6.2,"92.5","6.6",245,"4.6"
"2158","2014",피그플랜,"010004","180006","3",0,23.8,944,2.34,37.3,12.3,2,18.7,3,1.3,115.4,83.3,12.2,10.8,0.5,0.9,10.2,25.5,6.3,"90.8","5.6",248,"4.7"
"1715","2014",피그플랜,"010001","180005","3",0,21.6,458,2.34,48.2,18.7,2.1,24.9,1.9,0.7,115,83.2,12.8,11.1,0.6,1.1,9.2,20.7,9.2,"83","3",254,"3.9"
"1338","2014",피그플랜,"010002","180004","3",19.9,22,397,2.37,30.5,18.4,0.5,11,0.6,0,114.4,85.5,11.5,10.7,0.3,0.5,9.3,27.5,9.1,"82.1","6.7",252,"5"
"2394","2014",피그플랜,"010005","180004","2",0,25,312,2.36,34.5,14.9,1.3,15.4,2.2,0.7,114.6,83.1,12.9,11.8,0.2,0.9,10.6,21.7,7.5,"91.8","6.4",258,"5"
"2413","2014",피그플랜,"010002","180003","3",19.9,24,208,2.34,44.6,16.8,2.7,19,6.2,0,112.2,76.2,11.5,10.3,0.5,0.7,10.3,24.8,8.3,"67.1","6",243,"4.9"
"2808","2014",피그플랜,"010009","180005","3",16.6,21.5,416,2.38,36.5,16.6,1,18,0.8,0.2,113.6,82.1,11.9,10.8,0.1,1,9,24.6,8.4,"83.3","7.2",260,"5.2"
"777","2014",피그플랜,"010009","180002","3",0,22.3,165,2.16,56.2,13,3,34.9,4.4,0.9,114.1,76.2,11.8,11.3,0,0.5,10.3,28.3,6.4,"91.8","4.7",235,"3.5"
"2219","2014",피그플랜,"010004","180003","1",0,27.3,237,2.53,22.7,11.9,0.2,10.3,0.2,0.1,113.3,88,12.8,12.1,0.2,0.5,10.7,22.1,5.8,"95.1","6.1",242,"4.3"
"1301","2015",피그플랜,"010009","180006","5",0,15.9,749,1.77,112.7,39.9,16.7,37.1,7.3,11.7,114.1,84.3,12.1,10.5,0.1,1.6,9,26.8,26.2,"63.1","4.5",242,"4.3"
"1844","2015",피그플랜,"010003","180006","3",0,23.7,538,2.41,23.5,11.7,3.2,7.2,0.4,0.9,115,91.5,13.4,12,0.4,1,9.8,26.7,5.7,"95.7","3.7",273,"4.1"
"1186","2015",피그플랜,"010006","180004","2",0,26,335,2.45,34.9,12.1,2.9,18.2,1.4,0.3,114.2,85.5,12.4,11.9,0,0.4,10.6,21,5.7,"97.2","7",249,"4.2"
"733","2015",피그플랜,"010005","180006","3",19.8,22.3,737,2.36,45.9,11,1.4,25.7,7.3,0.6,114.2,78,10.9,9.9,0.2,0.8,9.4,21.3,5.1,"99.7","5.7",251,"4.6"
"1202","2015",피그플랜,"010002","180003","3",22.9,24.9,222,2.38,42.4,13.6,1,27.7,0.1,0,115,82.4,11.5,11.3,0,0.2,10.4,20.2,6.6,"91","5.6",243,"3.6"
"1738","2015",피그플랜,"010004","180002","4",13.7,17.4,123,2.32,42.7,20.4,2.4,16.3,3,0.7,115.6,82.2,10.7,9.6,0,1.2,7.5,23.7,10.1,"72.4","4.3",234,"3.4"
"3948","2015",피그플랜,"010004","180004","3",17.1,20.1,336,1.99,97.8,13.8,2,52,25.9,4.1,113.5,74,11.6,11.1,0,0.5,10.1,21.1,8,"90.6","5.1",225,"4"
"2711","2015",피그플랜,"010005","180005","3",0,24.9,459,2.31,43.9,16.3,4.3,22.7,0.5,0.1,114.8,80.6,12.6,12,0.1,0.4,10.8,25.6,8.1,"83.4","4.5",242,"3.6"
"1658","2015",피그플랜,"010002","180006","3",19.6,21,535,2.25,40.3,10.5,1.1,28.5,0.2,0.1,116.2,75.5,11.2,9.9,0.6,0.7,9.3,26.6,5.3,"96.9","7.3",238,"4.7"
"1705","2015",피그플랜,"010002","180006","1",0,28.1,583,2.53,23.6,12.1,0.6,10.8,0,0.1,114,91.8,13.5,12.2,0.4,1,11.1,21.8,5.9,"94.6","5.9",260,"4.2"
"74","2015",피그플랜,"010001","180006","4",0,18,561,2.2,68.7,13.8,0.8,47.8,4.8,1.4,114.6,67.7,11.7,10.5,0,1.2,8.2,21.3,7.1,"86.7","3.9",262,"4"
"1320","2015",피그플랜,"010002","180006","3",12.3,22.7,657,2.34,48.3,9.1,2.5,35.8,0.6,0.3,113.2,71.2,10.7,10.1,0,0.7,9.7,23.3,4.5,"99.5","3.7",212,"3.2"
"1989","2015",피그플랜,"010009","180003","3",20.5,22,223,2.34,40.3,11.8,1.8,21.8,4.7,0.2,115.3,79.7,12.4,11.4,0.1,1,9.4,23.7,6.1,"87.9","5.4",242,"3.4"
"1782","2015",피그플랜,"010005","180005","3",0,23.4,441,2.37,38.2,22,4.3,11.9,0.1,0,114.6,85.4,11.9,10.8,0.2,0.9,9.9,23.2,7.5,"87.5","4.9",242,"3.7"
"2413","2015",피그플랜,"010002","180003","3",19.1,24.5,209,2.29,51.4,21.9,3.3,23.9,2.2,0.1,112.3,74.2,12,10.7,0.5,0.8,10.7,25,10.6,"60.6","5.8",217,"4.3"
"1867","2015",피그플랜,"010002","180007","4",8.4,18.8,"1,196",2.14,61.9,9,29.5,16.4,0.3,6.7,116.5,75.2,10.3,9.5,0.2,0.6,8.8,21.1,7.2,"89.4","4.5",202,"4.1"
"848","2015",피그플랜,"010002","180006","3",0,24.5,549,2.39,30.3,13.4,2.2,14.7,0,0,114,86.8,12.9,12.2,0.2,0.5,10.3,26.6,6.4,"92.4","6.4",264,"3.9"
"1214","2015",피그플랜,"010001","180005","3",19.1,23.4,403,2.37,30,14.4,3,12.2,0.3,0.2,115.5,87.5,12,11.4,0.1,0.5,9.9,25.2,6.8,"87.6","5",249,"3.8"
"1902","2015",피그플랜,"010004","180003","3",0,21.4,215,2.28,44.7,11.7,0.5,32.5,0,0,115.6,70.2,11,10.3,0,0.7,9.4,25,6.2,"96.9","5",242,"4"
"2168","2015",피그플랜,"010002","180002","2",0,25,190,2.34,46.2,14.6,2.1,28.6,0.9,0,114.9,83.7,14.7,12.4,0,2.4,10.7,20.5,6.8,"90.8","5.6",242,"3.8"
"3984","2015",피그플랜,"010002","180003","2",0,26.2,277,2.4,25.1,13.6,1.2,10.2,0.1,0,114.2,91.9,13.4,11.9,0.3,1.2,10.9,27.3,6.6,"91","5.9",264,"4.3"
"1766","2015",피그플랜,"010002","180001","3",0,20.7,94,2.03,58.6,17.4,1.9,38.3,1,0,116.7,80.6,12.2,11,0,1.3,10.2,32,9.4,"90.9","5.8",233,"4.4"
"3917","2015",피그플랜,"010002","180004","3",0,22.6,326,2.31,36.9,13.3,3.8,17.3,2.2,0.2,115.7,85.5,12.3,11.3,0.2,0.8,9.8,26.4,6.6,"91","6.7",262,"4.9"
"843","2015",피그플랜,"010007","180007","2",13.8,26.5,"1,501",2.38,42.5,15.1,2.8,22.2,1.1,1.3,115.9,83,13.6,12.2,0.1,1.3,11.1,19.9,7.1,"90.5","2.4",252,"3.3"
"2088","2015",피그플랜,"010006","180006","3",0,23.1,653,2.23,59.4,10.1,34.5,14.7,0.1,0,115.8,85,12.2,11.4,0,0.8,10.4,20.8,7.7,"92.5","0",271,"4.4"
"2073","2015",피그플랜,"010007","180007","2",0,26.2,"1,316",2.39,41.1,14.2,14.6,8.7,1.1,2.4,114.9,91.3,12,11.4,0.2,0.3,11,20.5,7.3,"77.7","4.4",244,"3.6"
"119","2015",피그플랜,"010002","180002","3",0,22.8,142,2.29,43.6,12.2,3.7,18.6,3.5,5.6,115,82.1,12.4,11.4,0,1.1,10,23.8,5.6,"97.4","4.2",243,"3.7"
"1923","2015",피그플랜,"010002","180002","3",0,23.4,158,2.38,39.1,13.5,2.6,23,0,0,115.1,86,12.8,11.2,0.2,1.5,9.8,21.8,6.5,"93.6","7.4",249,"5.1"
"2647","2015",피그플랜,"010002","180002","3",0,23.9,158,2.28,41.2,14.8,0.2,26.2,0,0,115.4,83.8,13,12.4,0.1,0.4,10.5,26.8,6.8,"83.7","7.7",243,"5.1"
"1787","2015",피그플랜,"010002","180001","4",16.9,19.3,66,2.07,70.1,38.3,18.2,13.7,0,0,115.6,79.9,11,10.8,0.1,0.2,9.4,26,22,"66.3","6.1",249,"4"
"968","2015",피그플랜,"010005","180003","3",0,23.7,289,2.32,41.1,12,2.4,26,0.7,0,115.7,73.3,12.2,11.1,0.1,1,10.2,24.6,5.9,"92.6","5.2",221,"4.2"
"3930","2015",피그플랜,"010007","180006","1",0,27,504,2.37,30.9,15.6,2.4,11.1,1.5,0.3,116.1,86.8,11.8,11.2,0,0.5,11.4,25,7.4,"86.9","5.9",242,"3.9"
"1497","2015",피그플랜,"010007","180007","2",0,25.3,"1,492",2.37,40.3,14.3,1.6,20.6,2.1,1.7,115.1,82.8,11.7,11.3,0,0.4,10.7,21.5,6.1,"91","4.8",256,"5.2"
"1259","2014",,"010002","180002","3",0,20.1,128,2.21,62.4,12.1,1.3,46.3,2.4,0.8,115.9,67,10.8,9.6,0.1,1.1,9.1,19.9,6.4,"87.7","3.8",242,"4.3"
"1868","2014",,"010001","180002","3",0,22.5,123,2.38,44,13.9,2.2,26.5,1.3,0,115.3,89.7,11.4,10,0.2,1.2,9.5,19.9,5.7,"98.3",,262,"6.7"
"2380","2014",,"010004","180003","3",0,23.2,287,2.26,43.7,14.2,0.9,29.2,0.1,0,115.7,78.7,13.4,11.8,0,1.6,10.3,27,6.5,"89","4.5",245,"5.5"
"2390","2014",,"010002","180002","3",0,22.4,162,2.37,26.3,12.7,0.4,12.5,0.5,0.3,115.1,89.8,11.7,10.7,0.1,0.9,9.5,28.8,6,"92.4",,248,"4.3"
"2467","2014",,"010004","180003","3",0,21.6,222,2.27,44.7,19.2,6.7,11.8,4.3,2.6,116,83.4,13.3,11.7,0.1,1.5,9.5,23.1,9.2,"85.2","5.6",239,"4.3"
"2473","2014",,"010007","180003","3",0,22.5,268,2.27,45.8,11.1,0.1,26.6,2.4,5.6,115,74.2,11.7,10.6,0.5,0.6,9.9,25.8,5.4,"100",,248,"4.3"
"2732","2014",,"010002","180004","2",0,25.6,308,2.32,41.3,17.1,2.6,16.3,4.3,1,114.1,84.5,12.2,11.8,0.1,0.4,11,26.6,9.3,"92.1",,267,"3.1"
"2761","2014",,"010009","180006","1",0,27.2,549,2.44,31.9,14.7,2.4,13.1,1.1,0.5,114.8,88.4,13.2,12.4,0,0.8,11.1,26,8.2,"84.9",,232,"3.1"
"2788","2014",,"010002","180003","3",16.5,22.2,202,2.29,52.9,9.4,1.1,41.9,0.4,0.2,114.8,74.6,12.6,10.9,0.4,1.3,9.7,25.2,5.9,"94.3",,242,"4.4"
"3954","2014",,"010009","180001","3",0,21,79,2.21,64.7,10.8,2.7,42.6,8.5,0.1,116,56.5,12.1,11.1,0.1,1,9.5,24.2,7.6,"92","3.7",237,"2.8"
"909","2014",,"010009","180003","3",18.2,20.6,292,2.3,42.6,10.6,7.9,23.9,0.2,0,114.5,76.1,11.2,10.2,0,1,9,26.4,5.9,"93.8",,223,"3.4"
"917","2014",,"010008","180002","4",0,18.8,192,2.05,79.7,16.9,36.3,19.4,0.9,6.2,115.4,78.7,11.6,11.6,0,0,9.2,24.3,12,"77.7","5.5",241,"4.2"
"998","2014",,"010003","180003","3",0,22,299,2.31,42.7,17.3,1.2,15.8,7.5,0.8,115.9,84.5,12.6,11.5,0.2,0.9,9.5,24.3,8.7,"72.5","4.7",273,"4.7"
"624","2014",피그플랜,"010002","180002","4",0,17.4,104,2.04,75.2,16.2,2.6,46.3,9.8,0.3,115.9,82.9,12,10.3,0.2,1.4,8.5,26.1,8.3,"88.2","7.7",248,"6.8"
"2758","2014",피그플랜,"010007","180002","3",0,22.2,184,2.45,30.7,13.4,0.2,16.7,0.3,0,115.9,80.9,9.9,9.8,0,0.1,9.1,22.4,6.5,"95.1","4.9",242,"4.8"
"968","2014",피그플랜,"010005","180003","3",0,22.4,277,2.32,38.4,13.6,2,22.1,0.7,0,116.4,80.6,12.6,11.2,0.1,1.3,9.7,24.7,6.6,"88.4","4.8",230,"4.8"
"2780","2014",피그플랜,"010005","180003","3",0,22.4,267,2.28,43.4,14.2,10.9,11.2,7,0,115.9,84.7,10.2,10.2,0,0,9.8,26.6,7.8,"78.2","3.8",224,"5.2"
"2676","2014",피그플랜,"010001","180002","3",0,20.4,164,2.1,63.1,52,6.6,4.5,0,0,116.7,98.1,11.4,10.6,0,0.9,9.7,25.2,29.5,"79.6","5.3",248,"5.5"
"1757","2014",피그플랜,"010001","180002","3",0,23.5,152,2.31,32.7,14.7,2.9,13.5,1,0.6,115.4,88.1,13.2,11.8,0.3,1.1,10.2,28.3,7.2,"84.8","5.2",256,"5.2"
"2699","2014",피그플랜,"010009","180003","2",17.7,26.6,211,2.47,35,14.6,4.7,13.4,1.9,0.4,115.3,85.6,12.3,11.4,0,0.8,10.8,18.3,6.9,"85.5",,221,"5.1"
"1760","2014",피그플랜,"010002","180004","2",0,26.7,388,2.39,26.7,12.4,1.1,12.5,0.1,0.6,115,87.1,13.6,12.3,0.4,0.9,11.2,26.5,5.6,"95","6.1",268,"5.1"
"681","2014",피그플랜,"010002","180002","3",19.1,22.7,180,2.28,55.6,12.4,1.7,41.3,0.2,0,114.3,76.2,11.6,11,0.1,0.5,10,21.7,6.4,"92.6","5.2",239,"4.8"
"1418","2014",피그플랜,"010005","180005","2",0,26.4,417,2.49,32.1,15.8,0.7,14.7,0.8,0.2,114.4,86.4,12.8,11.7,0.2,0.9,10.6,19.6,7.1,"90.1","6.2",245,"5.2"
"799","2014",피그플랜,"010008","180007","3",22.4,23,"1,100",2.41,24.7,12.3,0.5,11.2,0.3,0.3,116.1,87.9,11.9,11,0,0.9,9.5,24.9,5.4,"96.5","5.6",250,"6.6"
"1774","2014",피그플랜,"010002","180003","3",0,22.1,277,2.34,35.6,17.9,1.5,16.1,0,0.1,115.5,82.9,11.9,10.4,0.6,0.9,9.4,25.3,8.9,"83.9","6.3",268,"5.1"
"2705","2014",피그플랜,"010007","180005","3",0,24.7,469,2.47,32.2,11.8,2.7,17.3,0.3,0.1,114.9,88.5,11.5,10.7,0.1,0.7,10,20.1,5.7,"93.5","4.4",244,"4.3"
"848","2014",피그플랜,"010002","180006","3",0,24.1,542,2.37,26.5,12.3,2.3,11.8,0,0,114,88.5,12.6,11.8,0.4,0.4,10.2,28.6,6,"93.4","7.3",256,"4.9"
"1668","2013",피그플랜,"010002","180002","3",0,21.8,136,2.31,39.4,11.6,0.4,27.1,0.2,0,115.7,79.6,12.8,11.2,0.1,1.5,9.4,26.3,5.4,"93.2","4",243,"6.3"
"1723","2014",피그플랜,"010002","180004","3",0,24.4,352,2.39,27.2,13.8,1.1,12,0.1,0.2,115.4,85.1,12.1,11,0.3,0.7,10.2,25.7,6.6,"92.4","5.7",251,"5.2"
"2635","2014",피그플랜,"010002","180002","3",0,23.8,176,2.32,35.8,11,1.4,23.2,0.2,0,115.9,85.7,12.4,12,0,0.4,10.3,26.6,5.4,"93.9","4.7",243,"5.2"
"2655","2014",피그플랜,"010004","180003","2",24.6,26.8,215,2.29,34.8,11.4,3.5,18.6,1,0.4,115.6,85.3,12.3,12.3,0,0,11.7,29.2,5.8,"92.1","5.2",242,"5.2"
"122","2014",피그플랜,"010002","180006","2",0,25.3,876,2.47,27.3,14,2.2,11.1,0,0,114.2,90.4,11.9,11.4,0.1,0.4,10.3,22.3,6.4,"89.6","5.2",242,"5.1"
"2739","2014",피그플랜,"010002","180004","2",0,26.4,338,2.36,35.8,15.3,2.6,17.9,0,0,116.6,89.2,12.9,12.3,0,0.6,11.2,23.1,6.8,"89","6.4",244,"5.2"
"2568","2013",피그플랜,"010004","180003","2",0,25.9,285,2.4,29.2,18.7,1.9,7.2,1.4,0,113.9,88.5,13.8,12.3,0.4,1.1,10.8,26.6,8.7,"80.2","3.2",246,"6.9"
"119","2013",피그플랜,"010002","180002","3",0,21.4,132,2.3,47.9,18.1,5,17.7,5,2.1,115.5,83.8,12.2,10.8,0,1.4,9.3,22.8,9.3,"78","4.9",242,"5.7"
"1386","2010",피그플랜,"010002","180007","4",0,18.6,"2,076",2.15,69,35.5,5.8,25.7,1,1,114,74.4,10.5,9.7,0.1,0.8,8.6,24.7,7.3,"89.6","4.2",247,"7"
"777","2010",피그플랜,"010009","180002","3",0,22.4,171,2.31,42.4,17.9,1.8,20.3,0.9,1.6,114.2,82.2,12.2,10.8,0,1.4,9.7,24.8,8.3,"88.7","5.7",245,"6.2"
"94","2010",피그플랜,"010001","180003","4",0,18.9,285,2.01,74.1,12.5,7.1,54.3,0.2,0,115.7,83.2,11.6,10.4,0.2,0.9,9.4,26.3,6.7,"86.9",,242,"2.8"
"1412","2010",피그플랜,"010001","180006","3",0,22.8,793,2.19,59.5,11.6,1.9,45.6,0.2,0.2,114.7,91,12.3,11,0.5,0.8,10.4,22.2,5.5,"96.2",,257,"2.9"
"1721","2010",피그플랜,"010002","180005","3",0,24.2,463,2.35,40.9,10.4,1.2,28.1,0.7,0.5,115.4,82.5,13.1,12.3,0.3,0.5,10.3,23.9,5.7,"89.7","3.1",239,"4.9"
"1762","2010",피그플랜,"010002","180002","3",0,23.2,163,2.42,21.4,14.5,0,6.3,0.5,0,116,93.7,11.4,10.9,0,0.5,9.6,28.1,5.4,"94","0",241,"9.7"
"1184","2010",피그플랜,"010006","180006","4",0,17.4,708,2.03,80,15.3,3.1,58.4,1.7,1.4,114.3,61.6,10.1,9.6,0.1,0.3,8.5,25.2,9,"83.5",,240,"2.8"
"1763","2009",피그플랜,"010002","180006","3",0,23.4,795,2.5,21.3,12,0.9,8.2,0.1,0.1,115.1,90.4,11.3,10.8,0,0.5,9.4,23.5,6.4,"93.1","5.3",229,"5.7"
"2358","2009",피그플랜,"010001","180003","3",0,23.3,235,2.42,35.9,17.7,0.6,17.5,0,0,116.1,86,11.7,11,0.1,0.6,9.6,19.7,8.1,"94.5","5.4",239,"6.5"
"28","2007",피그플랜,"010002","180003","3",0,20,258,2.3,43,12.3,8.9,15.9,0,6,115,83.7,10.9,9.9,0,0.9,8.7,25.5,6.4,"87.3","4.6",296,"6.6"
"2073","2014",피그플랜,"010007","180007","1",0,27.4,"1,302",2.45,32.7,16.2,9.3,6.1,0.4,0.6,114.8,96.3,12.7,12.1,0.3,0.3,11.2,20.6,8.2,"74.3","4.1",260,"4.3"
"2068","2014",피그플랜,"010002","180001","3",0,21.8,84,2.27,40.2,14.7,1.9,23.1,0,0.4,115.5,84.5,11.7,10.8,0.1,0.8,9.6,26.5,6.7,"87.9","4.5",282,"5.3"
"2379","2014",피그플랜,"010007","180004","3",0,21.3,362,2.24,54.9,13.8,3.9,26,8.7,2.5,115.2,71.2,10.3,9.9,0.1,0.3,9.5,24.2,7.2,"91.1","4.7",242,"5.4"
"2660","2014",피그플랜,"010004","180007","3",0,22.2,"1,136",2.42,37.3,20.2,2.4,12,2.5,0,114.9,86.1,11.6,10.8,0.3,0.5,9.2,21.5,9.4,"75.8","1.2",279,"4"
"781","2014",피그플랜,"010003","180003","4",0,18.5,209,2.03,81.5,14.4,5.7,54.3,5.9,1.2,116.1,64.1,10.7,10.7,0,0,9.1,22.6,7.6,"90.5","3.4",226,"4.5"
"1456","2014",피그플랜,"010003","180006","2",0,25.5,815,2.43,28.6,12.6,0.7,13.6,0.9,0.7,116,88.2,13.2,11.9,0.2,1.2,10.5,23.3,6.2,"90.2","5.1",274,"4.6"
"1483","2014",피그플랜,"010006","180002","3",0,23.3,143,2.13,56.6,27.9,22,3.8,1.3,1.7,116,96.7,12.5,11.9,0,0.7,11,28.7,18,"94.3","1.9",261,"4.9"
"1253","2014",피그플랜,"010008","180003","3",0,22,299,2.39,32.2,13.3,0.9,17.3,0.7,0,115.2,85.3,14,10.7,0.1,3.2,9.2,24.6,6.2,"90.2","3.4",257,"3.7"
"2056","2014",피그플랜,"010008","180007","3",0,23.5,"1,859",2.39,28.6,14.5,3.2,8.2,1.9,0.8,114.3,91.8,11.7,11.2,0.1,0.5,9.8,26.4,7.2,"86.9","4.8",259,"4.7"
"111","2015",피그플랜,"010005","180002","3",0,22.3,163,2.33,44.4,11.6,1.3,31,0.5,0,114.5,74.4,12,11.6,0.1,0.3,9.6,23.7,6.4,"88.3","8.5",243,"5.1"
"2623","2015",피그플랜,"010002","180005","4",0,19.2,428,2.14,59.5,14.5,2.5,42.1,0.2,0.1,116.1,80,12,10.5,0,1.6,9,27.4,7.3,"87.6","5.4",284,"5.1"
"2012","2015",피그플랜,"010008","180002","3",17.5,20.9,148,2.12,65.4,15.3,7.3,35.1,4.9,2.8,115.1,72.1,11.2,11,0,0.2,9.8,26.8,6.9,"90","5.2",267,"4.4"
"2351","2015",피그플랜,"010007","180006","3",0,24.3,637,2.38,35.6,13.2,0.7,20.4,0.9,0.3,114.2,87.4,12.4,11.5,0.3,0.6,10.2,24.2,6.7,"90.8","7.5",255,"4.9"
"2390","2015",피그플랜,"010002","180003","3",0,23.5,221,2.4,27.1,10.9,0.1,14.5,1.4,0.1,114.8,92,12,11.1,0.1,0.8,9.8,26.9,5.3,"96.1","5.7",258,"3.8"
"2790","2015",피그플랜,"010002","180006","3",3.3,20.9,515,2.22,52.3,14.1,3.2,28.6,4.1,2.2,115,80.8,11.1,9.9,0,1.3,9.4,25.9,7.5,"82","5.7",243,"4.4"
"3896","2015",피그플랜,"010009","180003","3",12.3,21.1,200,2.26,46.6,18.2,0.7,27.2,0.5,0,114.8,73.6,11.3,10.6,0.3,0.5,9.3,26.1,9.7,"78","4.7",242,"3.5"
"2531","2015",피그플랜,"010001","180005","3",0.5,24.1,467,2.35,42,8.8,4.8,22.7,4.8,0.9,116.1,80.8,12.9,12.3,0.2,0.5,10.3,23.5,6.4,"96.1","4.4",251,"4.2"
"1975","2015",피그플랜,"010005","180005","5",0,15.8,423,1.84,102.8,19.2,14.5,64.2,4.3,0.7,115.6,67,11.2,9.4,0.6,1.2,8.6,29.2,14.1,"83","4.3",228,"3.8"
"1912","2015",피그플랜,"010002","180003","3",16.5,21.5,202,2.15,58.4,18.5,0.7,33.4,4.6,1.2,115,70.3,11.7,10.8,0.1,0.8,10,28.2,10.2,"79.7","5.4",210,"4"
"2703","2015",피그플랜,"010007","180006","2",0,25.2,503,2.43,29.8,12.9,4.8,12,0.2,0,115.3,90.8,11.9,10.8,0.2,0.9,10.4,22.4,6.3,"90.3","4.1",239,"3.8"
"2780","2015",피그플랜,"010005","180003","3",0,22.8,248,2.36,38.5,19.2,1.7,11.5,6.1,0,115.4,76.3,10.3,10.3,0,0,9.7,25.1,10.8,"75.7","5.3",218,"4.6"
"9","2015",피그플랜,"010002","180006","3",0,24.9,782,2.45,28.6,13.5,1.2,13.7,0.1,0,115.4,85.6,13,11.5,0.5,1,10.2,22.6,6.7,"91.7","7",266,"4.4"
"3909","2015",피그플랜,"010009","180002","3",16.5,20.6,190,2.35,31.9,11.3,0.5,19.7,0.4,0,116.8,80.4,11.2,10.4,0,0.8,8.8,24.9,5.4,"100","5.5",242,"3.7"
"2449","2015",피그플랜,"010005","180003","3",0,22.9,226,2.33,37.6,11.4,0.1,23.1,2.2,0.8,115.9,77.3,13,11.4,0.5,1.1,9.8,24.8,5.5,"90.6","4.6",277,"4.2"
"2549","2015",피그플랜,"010001","180006","3",0,23.4,638,2.32,46.4,15.3,7.7,22.9,0.2,0.3,116.4,86.9,11.8,11,0,0.7,10.1,24.4,8,"90.2","6.2",244,"4.7"
"1759","2015",피그플랜,"010002","180004","3",0,22.9,330,2.32,37.6,15.2,1.4,21,0.1,0,114.4,76.2,11.2,10.8,0,0.4,9.9,27.6,6.6,"92.3","6.6",242,"4.5"
"2522","2015",피그플랜,"010007","180007","1",0,27.2,"1,184",2.4,23.2,17.7,0.6,4.2,0.7,0,114.5,96.8,14.6,14,0.6,0,11.3,28.3,8,"84.9","7.2",244,"5.2"
"1743","2015",피그플랜,"010005","180006","1",0,27,954,2.5,27.4,12.1,0.3,13.3,1.5,0.2,114.6,87.3,12.5,11.4,0.3,0.8,10.8,20.8,5.7,"93.9","5.8",254,"4.2"
"1773","2015",피그플랜,"010002","180007","3",0,23.4,"1,065",2.44,33.8,17.4,4.4,12,0,0,114.5,88.9,12.4,11.1,0.3,0.9,9.6,21.1,8,"87.1","7",263,"4.8"
"978","2015",피그플랜,"010005","180006","3",21.3,24.7,617,2.41,32.5,16,1.5,12.5,1.9,0.6,114.1,89.9,13,11.7,0.3,1.1,10.3,23.7,7.2,"89.4","5.9",257,"5.1"
"2260","2015",피그플랜,"010001","180006","4",0,19,661,2.24,57.4,16.4,7.3,33.3,0.4,0,114.5,73.9,10.5,9.7,0,0.8,8.5,23.4,8.3,"88.1","8.9",243,"6.3"
"1806","2015",피그플랜,"010008","180003","3",0,20.9,213,2.21,59,20.3,3.5,34.3,0.8,0.2,114.8,75,10.6,10.5,0,0,9.5,24,9.9,"81.4","5.5",243,"4.4"
"1719","2015",피그플랜,"010002","180002","3",0,21.9,117,2.4,37,12.3,0.2,23.4,1.1,0,114.8,84.2,10.8,9.8,0,1,9.1,22.7,6.2,"89.5","6.9",245,"5.4"
"2514","2015",피그플랜,"010001","180003","3",13.4,22.8,243,2.28,51.4,13.5,1.3,35.5,0.7,0.4,116.3,79.2,11.4,10.3,0.2,0.9,10,23.8,6.3,"96.1","6.9",255,"4.8"
"2182","2015",피그플랜,"010006","180002","3",0,23.5,112,2.56,23.4,10.2,7.4,5.8,0,0,114.2,95.7,10.8,10.8,0,0,9.2,25.7,9.8,"87.8","6.9",235,"3.8"
"2183","2015",피그플랜,"010006","180001","3",0,21.7,62,2.22,59.3,13.6,29.6,16,0,0,114.1,90.9,11.2,11.2,0,0,9.7,24.3,18,"56.9","2.9",222,"2.3"
"2140","2015",피그플랜,"010006","180006","3",0,24.8,529,2.49,27.6,14.9,2.8,8.6,0.5,0.8,115,93.6,12.3,11.6,0.1,0.7,9.9,20.5,6.9,"86.1","4.5",254,"3.9"
"1728","2015",피그플랜,"010004","180003","3",0,24.8,292,2.38,33.1,12.9,1.4,18.8,0,0,115.5,82.7,12.8,11.7,0,1.1,10.2,23.7,6,"87.5","4.8",242,"4.3"
"2789","2015",피그플랜,"010003","180003","3",0,24.3,249,2.29,55.9,14.5,0.1,39.2,2.1,0,115.3,70.1,12.6,11.7,0,0.9,10.6,20,6.6,"91.9","5.2",244,"4.2"
"2255","2015",피그플랜,"010007","180003","3",0,22.1,282,2.34,43.5,12.2,1,26.5,3.8,0,115.3,81.1,11.9,10.8,0.2,0.9,9.4,25.6,6.3,"90.5","5.6",243,"6.2"
"1762","2015",피그플랜,"010002","180005","2",0,25.1,463,2.38,34.6,13.4,0.8,15.7,2.2,2.6,115.4,82.4,12.6,11.4,0.2,0.9,10.5,23.7,5.8,"94.4","7.3",239,"5.6"
